Date,R_filtered,R_smoothed
2020-03-16,1.0170940170709044,1.98823243921916
2020-03-17,1.6605683835225449,2.045913922763196
2020-03-18,2.068412313880903,2.090406464830203
2020-03-19,2.460237062231511,2.0939894384074997
2020-03-20,2.271510915039105,2.0209300610683685
2020-03-21,2.2542392769216906,1.9643735333302992
2020-03-22,2.0750528249563,1.893780628437747
2020-03-23,1.9246813478015012,1.847513141448316
2020-03-24,1.98415939925466,1.8272384421555525
2020-03-25,1.9482883528808363,1.7852678583574215
2020-03-26,1.8753731801285853,1.7411841481971584
2020-03-27,1.9468196838329903,1.7046507318916653
2020-03-28,1.815285499689244,1.638444456424171
2020-03-29,1.7522593787585288,1.589974161071574
2020-03-30,1.6776191503972617,1.5454233633685321
2020-03-31,1.5690497533399839,1.5090975978482335
2020-04-01,1.553777568363501,1.4926136718833676
2020-04-02,1.4473455949631122,1.4757904145507175
2020-04-03,1.5286788466436196,1.4836159842145895
2020-04-04,1.3892259747167455,1.4712168398239411
2020-04-05,1.4202134409009353,1.4937787262791677
2020-04-06,1.4839560648776917,1.5140231592168645
2020-04-07,1.5442884601702254,1.5222975903107088
2020-04-08,1.5138775663276902,1.5162456073634476
2020-04-09,1.6298515023831148,1.5168973104862626
2020-04-10,1.5282229652964165,1.4858112144426254
2020-04-11,1.5669344599693915,1.474139032896144
2020-04-12,1.633440520933373,1.448600635679333
2020-04-13,1.5657980295482243,1.3977304281298908
2020-04-14,1.4709876507440955,1.3514761096205645
2020-04-15,1.4050260087267534,1.3185847737616139
2020-04-16,1.4161597611632046,1.294794965704688
2020-04-17,1.4266087877937519,1.2613937169836285
2020-04-18,1.3554118308615684,1.2159242737917382
2020-04-19,1.2977914996951487,1.1775353936425939
2020-04-20,1.1489426719361058,1.1444392713831497
2020-04-21,1.1827794776608094,1.1431998740654057
2020-04-22,1.131279544888809,1.1323070267699733
2020-04-23,1.1462427244640627,1.1325898038120263
2020-04-24,1.2064988971398285,1.1288323336433115
2020-04-25,1.209518296636141,1.1074574349763926
2020-04-26,1.125816021114899,1.0793688923961176
2020-04-27,1.0244497286269567,1.0665860084234307
2020-04-28,1.0921493801512543,1.0781824879160626
2020-04-29,1.0290381799437949,1.0743386084809647
2020-04-30,1.044084707358556,1.0868059049076106
2020-05-01,1.1105376493554229,1.0985633617517185
2020-05-02,1.058212590096708,1.0952678743165214
2020-05-03,1.0580524215885132,1.1054659944548986
2020-05-04,1.0859040986402706,1.1185148570520058
2020-05-05,1.1572980562336512,1.127489783006255
2020-05-06,1.1263469479628982,1.1192861392374662
2020-05-07,1.084386194064163,1.1173429082739978
2020-05-08,1.052254828082668,1.1264130459872679
2020-05-09,1.1484112415693009,1.146822400047348
2020-05-10,1.1196871470365184,1.1463851291678264
2020-05-11,1.0096778012041328,1.1537327783617233
2020-05-12,1.08135469609717,1.1933786748786575
2020-05-13,1.2410248868225673,1.2242092033186953
2020-05-14,1.263189206256808,1.2195812976315026
2020-05-15,1.2290367013009726,1.2075798057928175
2020-05-16,1.2174323055334437,1.2016745751949163
2020-05-17,1.1834260910483259,1.1973378326632118
2020-05-18,1.158066065826157,1.2011665338946225
2020-05-19,1.1314383332054145,1.213028371163907
2020-05-20,1.204098063426694,1.2354830635705183
2020-05-21,1.3612098846114158,1.2441206441139856
2020-05-22,1.307209488986624,1.211896086492979
2020-05-23,1.3783911557446211,1.1856645367992389
2020-05-24,1.2603987444162406,1.1326235399414317
2020-05-25,1.1558606194377425,1.0974580591368592
2020-05-26,1.05630297798616,1.0813848771635641
2020-05-27,1.08742176376241,1.0882877582639354
2020-05-28,1.1049775977590215,1.0885260917743018
2020-05-29,1.1095796421892339,1.0839984127125473
2020-05-30,1.0662684614140108,1.0769581090963858
2020-05-31,1.085914833042053,1.079900046085861
2020-06-01,1.0145226589440042,1.0782446945947721
2020-06-02,1.015795663017309,1.0957818688119116
2020-06-03,1.0431957404410641,1.117795164709671
2020-06-04,1.024770760615334,1.1383259447849796
2020-06-05,1.0535244261381584,1.1695778818536042
2020-06-06,1.1713756593474152,1.201517377360891
2020-06-07,1.1337631422265553,1.209812789687378
2020-06-08,1.1604199580736918,1.2307426909852883
2020-06-09,1.232268477754547,1.25009646720887
2020-06-10,1.3242580697985546,1.2550029733147845
2020-06-11,1.2967565827003134,1.2359430252127332
2020-06-12,1.302000197820095,1.2192063038959704
2020-06-13,1.269808568380615,1.1964202938911996
2020-06-14,1.201548520078555,1.1762228387711255
2020-06-15,1.188072463867829,1.169252865500179
2020-06-16,1.193809320947123,1.164073455082739
2020-06-17,1.1732610219808441,1.1558897388088394
2020-06-18,1.2218862830034658,1.151108924507295
2020-06-19,1.181535596028839,1.1316300291157706
2020-06-20,1.1882806651503675,1.1178953357334656
2020-06-21,1.1104297028147607,1.0985243320969849
2020-06-22,1.0734345900798647,1.0952478115297273
2020-06-23,1.0669913770021089,1.1012511078917555
2020-06-24,1.073749256074741,1.1106798535855824
2020-06-25,1.0894172084259364,1.1208436582392851
2020-06-26,1.1093917907888249,1.1294926462977237
2020-06-27,1.1476655635418278,1.135024676173622
2020-06-28,1.1307324966652152,1.1315457313820523
2020-06-29,1.093070203804865,1.1317695446793357
2020-06-30,1.1053321154313713,1.1424201316556148
2020-07-01,1.1270326965183188,1.152627260088506
2020-07-02,1.1802407292409671,1.1596712334292512
2020-07-03,1.1509740076536472,1.1540102273436046
2020-07-04,1.1517352183019567,1.1548458364562217
2020-07-05,1.1739072658571172,1.155701921041989
2020-07-06,1.1170969651905,1.1506915615886943
2020-07-07,1.0848029907495125,1.1599372531892973
2020-07-08,1.1572326394778973,1.1806152280315358
2020-07-09,1.3221361753984873,1.1870504356473164
2020-07-10,1.2589687574741077,1.1498729957229072
2020-07-11,1.2167432045530737,1.1198483525889695
2020-07-12,1.1829346263722484,1.0931815664092035
2020-07-13,1.1006331103924087,1.0684802988960347
2020-07-14,1.084054003154727,1.0596314061853078
2020-07-15,1.0607536565687266,1.0529099740541212
2020-07-16,1.050425828995318,1.0507512855351848
2020-07-17,1.026398576827185,1.0508408556184607
2020-07-18,1.0498905174085167,1.057567704455741
2020-07-19,1.0481654992926783,1.0596805711488677
2020-07-20,1.0528392718896176,1.0628496761406108
2020-07-21,1.0490929767654933,1.0656046760639621
2020-07-22,1.0755254727550785,1.0701489211474882
2020-07-23,1.0933516681095987,1.0686692207382529
2020-07-24,1.0832148061683429,1.0618762742286814
2020-07-25,1.0874103541364655,1.056003618900864
2020-07-26,1.0400530676304411,1.0473600565633874
2020-07-27,1.0107401218854457,1.049371039681097
2020-07-28,1.0193927305430466,1.060002795691895
2020-07-29,1.1060772512334618,1.0711792400758742
2020-07-30,1.0986985687533979,1.0615748309377784
2020-07-31,1.1069165451125738,1.0513578714352285
2020-08-01,1.0520391226080585,1.0360673658887212
2020-08-02,1.0080220144879826,1.0316717203748853
2020-08-03,0.9972717402455047,1.038180442327771
2020-08-04,1.0201930859236257,1.0494390756731595
2020-08-05,1.0216334192105134,1.0574879713519036
2020-08-06,1.0300651519030644,1.0673556336285326
2020-08-07,1.1059777578055883,1.0776184833316511
2020-08-08,1.1276691876579432,1.0698136238032014
2020-08-09,1.0945653500960948,1.0538909827201048
2020-08-10,1.0464152375860012,1.0426968414852889
2020-08-11,1.0128564279189427,1.04167348811058
2020-08-12,1.0183107549976982,1.0496043365187548
2020-08-13,1.039274228471111,1.0582167574090848
2020-08-14,1.0754000042582237,1.0634299999978667
2020-08-15,1.100427703802899,1.0601356913972397
2020-08-16,1.0850358512625087,1.049046779470606
2020-08-17,1.0444118408930603,1.03914209554954
2020-08-18,0.9994856181693358,1.0376917896824178
2020-08-19,0.993873727600325,1.0482066497171312
2020-08-20,1.0306321919181212,1.0631598116988175
2020-08-21,1.0462236906668854,1.0721118567667007
2020-08-22,1.0435785088718244,1.079236633532197
2020-08-23,1.034795156622282,1.0890502362841974
2020-08-24,1.0108247365828276,1.1039819749595032
2020-08-25,1.0554304659588607,1.1296201188498372
2020-08-26,1.0678066101300527,1.1500381242473545
2020-08-27,1.1160336058617306,1.1726693596510358
2020-08-28,1.170665061922826,1.1882562923498832
2020-08-29,1.2272110836926642,1.1930976391389894
2020-08-30,1.2139417570341973,1.18370915344209
2020-08-31,1.1878284902866565,1.17538872816349
2020-09-01,1.1669757284853468,1.1719651357853467
2020-09-02,1.1727265397883726,1.1733382887953967
2020-09-03,1.2148935105672989,1.1735066504744263
2020-09-04,1.2058703015887924,1.1621164215161595
2020-09-05,1.1820290502324315,1.150074756342201
2020-09-06,1.1837159893074582,1.141280498387074
2020-09-07,1.1373161250998747,1.1296016719079696
2020-09-08,1.1139730634161402,1.1274785490630266
2020-09-09,1.1136993931875923,1.131195443105373
2020-09-10,1.1492714608662467,1.136010594918813
2020-09-11,1.1580850229259476,1.1323610235575838
2020-09-12,1.1628223582458845,1.125281427717975
2020-09-13,1.1490614551812266,1.1149496510850112
2020-09-14,1.1031195093745136,1.1055616168644025
2020-09-15,1.092711116560772,1.106233718188062
2020-09-16,1.1121495344206793,1.1099553227819023
2020-09-17,1.1003075701187952,1.109351445781026
2020-09-18,1.1051087663278514,1.1118404438405973
2020-09-19,1.1216554276805217,1.113693093400659
2020-09-20,1.1174993316297586,1.1115017502959543
2020-09-21,1.1218025435300272,1.1098511340270574
2020-09-22,1.1143966985934182,1.1065619429575402
2020-09-23,1.1281263408123616,1.1044057112375096
2020-09-24,1.1419720484648779,1.097877470117369
2020-09-25,1.1561646122410096,1.0857420401265623
2020-09-26,1.142514207300566,1.0663607867912372
2020-09-27,1.0966051707011635,1.0454023257335499
2020-09-28,1.0435392625687985,1.0313106037187114
2020-09-29,1.0322838393492306,1.0279451098435428
2020-09-30,1.038816257942608,1.0267510322462843
2020-10-01,1.03607180993681,1.0234305174064076
2020-10-02,1.040655688189014,1.0199514611086693
2020-10-03,1.0261444097101182,1.0142533751383909
2020-10-04,1.0147763324325427,1.0109808000742593
2020-10-05,0.987114427326592,1.0099362177483144
2020-10-06,0.9918782646825736,1.0162170860615347
2020-10-07,1.0211771679435484,1.0229154620064271
2020-10-08,1.0562271965125003,1.0233938642657083
2020-10-09,1.0383856661740674,1.0143576829532195
2020-10-10,1.035494606988464,1.0077448539133576
2020-10-11,1.0428611857489092,1.0001077429957486
2020-10-12,0.9838465959335606,0.9883414118312223
2020-10-13,0.9768097011125165,0.9895784465346218
2020-10-14,0.9844284883491322,0.9930925796082889
2020-10-15,1.0050311540931058,0.9954770558148835
2020-10-16,1.012811099681694,0.9928476375252493
2020-10-17,1.017601122440974,0.9873534201757973
2020-10-18,1.0101172676246584,0.9790288395362242
2020-10-19,0.9668475222865154,0.9704728796715408
2020-10-20,0.9499956000028194,0.9714706275214218
2020-10-21,0.9758617668420834,0.9773808482961571
2020-10-22,1.002704548890439,0.9777989202525541
2020-10-23,1.0170742598211884,0.9709445512113055
2020-10-24,1.0104424870857065,0.9582490255863696
2020-10-25,0.9879452418353584,0.9438846723769722
2020-10-26,0.9458702098323064,0.9317586020967803
2020-10-27,0.9344021572674176,0.9278748949801688
2020-10-28,0.9567012056830064,0.9260785032810743
2020-10-29,0.9473331362657474,0.9176507174839357
2020-10-30,0.9050627371036193,0.9094817105768807
2020-10-31,0.892163682193138,0.9106978724095978
2020-11-01,0.8596397893018424,0.915798734607112
2020-11-02,0.8354647410601768,0.9312544431012186
2020-11-03,0.8452393571515504,0.9576170769333882
2020-11-04,0.8811105730694163,0.9885449597263987
2020-11-05,0.9549247965095162,1.0181123697514163
2020-11-06,0.9865926148596119,1.035502452616544
2020-11-07,1.0380456237764821,1.048963107740248
2020-11-08,1.0472028962480489,1.051967748385043
2020-11-09,0.9907128854720623,1.0532791007483502
2020-11-10,1.0085334136751252,1.0704981774178524
2020-11-11,1.0195621004030757,1.087551726413615
2020-11-12,1.0505182492689005,1.106263399763784
2020-11-13,1.1437898528191357,1.1216052262764729
2020-11-14,1.1868318690921162,1.1154997141620593
2020-11-15,1.1459167205562912,1.0958681312172145
2020-11-16,1.083974510596987,1.0820940761105664
2020-11-17,1.0537701502113797,1.081576554866063
2020-11-18,1.0564348772240901,1.0892292570718436
2020-11-19,1.0848566733887097,1.0982547181522944
2020-11-20,1.1001212509687317,1.1019420429966504
2020-11-21,1.1171567805168587,1.102443149822267
2020-11-22,1.0924970304202706,1.0983937577678156
2020-11-23,1.0771388420048549,1.10001661764272
2020-11-24,1.0520576069508032,1.1063128938517968
2020-11-25,1.1003169219688722,1.1212446895621266
2020-11-26,1.0981974557349334,1.1270042969335883
2020-11-27,1.1365794297683067,1.1349323329353729
2020-11-28,1.1375910788003947,1.1344790293989013
2020-11-29,1.1713445934335687,1.1336225509143558
2020-11-30,1.1159948480144282,1.1232409297886377
2020-12-01,1.0955846340280408,1.125235150424689
2020-12-02,1.0979400871134202,1.133395377359779
2020-12-03,1.2167747579877815,1.1431531573117155
2020-12-04,1.17995573906169,1.1228914876394394
2020-12-05,1.1582616593526471,1.107186626541666
2020-12-06,1.141005178516438,1.093130080177371
2020-12-07,1.1122367394871397,1.0799541994689084
2020-12-08,1.071995153957843,1.0710696036977643
2020-12-09,1.0718098500436788,1.070814879629521
2020-12-10,1.0683945460101718,1.0705410501870716
2020-12-11,1.0742888948177218,1.0711317974430825
2020-12-12,1.0786053068386456,1.0702629211412806
2020-12-13,1.071591971858092,1.067966982697583
2020-12-14,1.0392466134359406,1.0669693361881165
2020-12-15,1.0392579546084502,1.074599007991806
2020-12-16,1.0600641979684287,1.0843253483993518
2020-12-17,1.0942086937451196,1.0910023482388918
2020-12-18,1.0899770143209837,1.090119918178885
2020-12-19,1.1206459476901751,1.0901592472716664
2020-12-20,1.1106282267895908,1.08176889107722
2020-12-21,1.0959370978676037,1.073826407868546
2020-12-22,1.0666952547205582,1.0677412441003986
2020-12-23,1.0832708498421035,1.068029114658773
2020-12-24,1.08117373540454,1.0638343810387345
2020-12-25,1.079030939954559,1.0590623539805846
2020-12-26,1.058658038025298,1.0535667264865922
2020-12-27,1.0364508019917715,1.0521655280387372
2020-12-28,0.9989158871961523,1.05649043520226
2020-12-29,1.0396712609801428,1.072335736887063
2020-12-30,1.0680621022746952,1.0813254466293993
2020-12-31,1.08651056990435,1.0849757000821474
2021-01-01,1.095573608260378,1.0845532829512805
2021-01-02,1.0725431054258043,1.0815203389641426
2021-01-03,1.045148874504479,1.083990996201344
2021-01-04,1.0215562963691256,1.0946808784093531
2021-01-05,1.025811816298177,1.11480576176718
2021-01-06,1.070112631192603,1.13929811060729
2021-01-07,1.1099278179056866,1.1583388991414376
2021-01-08,1.1679738879353758,1.1716622896609186
2021-01-09,1.1830292316117292,1.172677388174063
2021-01-10,1.1756202724199023,1.1698284195248214
2021-01-11,1.1407811664966672,1.1682344225311008
2021-01-12,1.1470704455457112,1.175789933415
2021-01-13,1.1762214824457677,1.1836939285878956
2021-01-14,1.1949403839822026,1.185750447788583
2021-01-15,1.2284145913799887,1.183221251876588
2021-01-16,1.2712257898366288,1.1707834278141374
2021-01-17,1.2271753628008768,1.143140318431642
2021-01-18,1.1459614061236243,1.1200127268787727
2021-01-19,1.112684113613198,1.1128712960695681
2021-01-20,1.1323869976579901,1.11292281123719
2021-01-21,1.1231031168872856,1.1075660013868702
2021-01-22,1.1511228574589591,1.1032899750707004
2021-01-23,1.1360785589308382,1.0901257127682806
2021-01-24,1.1139713784760756,1.0774788621035767
2021-01-25,1.0617806155895133,1.0674356233603302
2021-01-26,1.0838261637774917,1.0689919587074874
2021-01-27,1.0738839520648034,1.0649093829387029
2021-01-28,1.0974578547636333,1.0624394589841266
2021-01-29,1.1113790568358384,1.0528019183544504
2021-01-30,1.1293397911573158,1.0366806900823395
2021-01-31,1.0929620110715295,1.011179640378573
2021-02-01,1.048106451117295,0.988672015377491
2021-02-02,1.0052546056984732,0.9723148471950622
2021-02-03,1.0046537149744188,0.963249375923699
2021-02-04,0.9941803663896013,0.9518543365175899
2021-02-05,0.9929895141284094,0.9402056352134849
2021-02-06,0.9998052368900759,0.9256787910702645
2021-02-07,0.9802863190601503,0.905278181121707
2021-02-08,0.9200824701435047,0.8846349174642336
2021-02-09,0.888403340324416,0.8748792669964017
2021-02-10,0.8706537061017744,0.8711572573704286
2021-02-11,0.8547369973175015,0.8712958415546196
2021-02-12,0.877506741475471,0.8758530615689384
2021-02-13,0.8748994445385365,0.8753979462807329
2021-02-14,0.831749446410722,0.8755351407663008
2021-02-15,0.798163216177255,0.887585561665291
2021-02-16,0.8633592219887972,0.9121958120396454
2021-02-17,0.9031489596054829,0.9256363083945737
2021-02-18,0.9177966671709774,0.9318251338043143
2021-02-19,0.9668214818828557,0.935685959354466
2021-02-20,0.941863217042483,0.9271170384569197
2021-02-21,0.9087106496401931,0.9230586887784916
2021-02-22,0.9572282867160026,0.9270074650451778
2021-02-23,0.9811458137978984,0.9186902823121749
2021-02-24,0.9453226295960168,0.9015016673330176
2021-02-25,0.9450300976901467,0.8894415402243875
2021-02-26,0.9401333870472337,0.8741428102513009
2021-02-27,0.8890353357090179,0.8559813025382957
2021-02-28,0.8391362413256064,0.84688438131828
2021-03-01,0.837370878677184,0.8490167752307252
2021-03-02,0.813793881804443,0.8522218849653476
2021-03-03,0.8330255033387642,0.8627977960982409
2021-03-04,0.8640830193259029,0.8709915375510116
2021-03-05,0.8806023779277761,0.8728928560895468
2021-03-06,0.8599313302992089,0.8707710904204641
2021-03-07,0.8508810322373559,0.8737543404026257
2021-03-08,0.8817227433885042,0.8800493871022492
2021-03-09,0.8903739508914766,0.8795888566056996
2021-03-10,0.8755989357950184,0.8766206514078221
2021-03-11,0.8528426260899045,0.8769018414940948
2021-03-12,0.8830030981736119,0.88352326605723
2021-03-13,0.8465140769524813,0.8836664233607281
2021-03-14,0.8281961222674298,0.8938912563385661
2021-03-15,0.8512124588686201,0.9119714541799856
2021-03-16,0.8647804422033105,0.928693159240909
2021-03-17,0.9299244605524996,0.9462828115791047
2021-03-18,0.9659668501823511,0.9507848531245279
2021-03-19,0.980654977040049,0.946606560252242
2021-03-20,0.9690588454637202,0.9372359710843431
2021-03-21,0.9170408059846537,0.9284778815728922
2021-03-22,0.9327284281767311,0.9316255209268011
2021-03-23,0.9286972834481133,0.9313219857934703
2021-03-24,0.9253491029266206,0.9320443397143482
2021-03-25,0.9587950746534933,0.9338869602893544
2021-03-26,0.9399148908857228,0.9270319071423025
2021-03-27,0.9085977690564552,0.9234863341228974
2021-03-28,0.8742458312512997,0.9275838705048863
2021-03-29,0.8913145314667529,0.9422632271393367
2021-03-30,0.8925972003968728,0.9562850037982461
2021-03-31,0.94916666563515,0.9738127568329745
2021-04-01,0.9965574271326758,0.980595697627217
2021-04-02,0.9950202352837816,0.9762028117395434
2021-04-03,0.954779251257193,0.9710239998631994
2021-04-04,1.0266493268593244,0.9754947764714439
2021-04-05,0.9522990384943594,0.9614163457843209
2021-04-06,0.9357724121570277,0.9639255532304162
2021-04-07,0.9393832052073333,0.9716736820326664
2021-04-08,0.9710449173905457,0.9805604621214872
2021-04-09,0.982971209097294,0.9831792699485328
2021-04-10,0.9687781357413345,0.9832365311354782
2021-04-11,0.9347390395808501,0.9872156789504826
2021-04-12,0.9435021301221675,1.0016579665760532
2021-04-13,0.9893066850897483,1.0176632467780986
2021-04-14,1.0178287337987781,1.025467359710917
2021-04-15,1.0579814928322795,1.0275696138531876
2021-04-16,1.048845782023239,1.0191998495404169
2021-04-17,1.028061372525335,1.0110408841609964
2021-04-18,0.994443009862321,1.0063566133799733
2021-04-19,0.9869271911691784,1.0096353997261605
2021-04-20,1.0073476987681351,1.0158850087594546
2021-04-21,1.0277834522646652,1.0182345930301777
2021-04-22,1.0618257316486788,1.0156066165969087
2021-04-23,1.049695967474629,1.0028864850984864
2021-04-24,1.004425546640854,0.9900038764520278
2021-04-25,0.9673700442234584,0.9860348359149411
2021-04-26,1.0072067612777595,0.9911716414215024
2021-04-27,0.9804368526511095,0.9867585575072801
2021-04-28,0.9870342908035622,0.9884983769948371
2021-04-29,1.0164727738020374,0.9889013135040537
2021-04-30,1.021754653356122,0.9813132711929656
2021-05-01,0.9844686739643432,0.9701832506697018
2021-05-02,0.9543720958358296,0.9662517071380932
2021-05-03,0.9491612410595602,0.9695211383625049
2021-05-04,0.9316197008300963,0.9751244600768593
2021-05-05,0.9614925807315287,0.9870975637982563
2021-05-06,0.9982919318053631,0.9941444047267083
2021-05-07,1.0515019167355157,0.9930029486478833
2021-05-08,1.0760664251193133,0.9769032339354056
2021-05-09,1.001028661354679,0.9496121698323905
2021-05-10,0.9889374480986698,0.9354616493687589
2021-05-11,0.9865345317767464,0.9207443794455742
2021-05-12,0.967908324971077,0.9026380312816951
2021-05-13,0.9064953443821856,0.8846747553137408
2021-05-14,0.8288127863363843,0.8786694312824876
2021-05-15,0.7641860778044525,0.8923906606715453
2021-05-16,0.7574332227638865,0.9276743122720388
2021-05-17,0.8232837676974063,0.9745269844305773
2021-05-18,0.8670704018774475,1.016151182620772
2021-05-19,0.9367493803945397,1.0571802489025142
2021-05-20,1.0321372808428126,1.0903244681757465
2021-05-21,1.089182564415155,1.1063383765677441
2021-05-22,1.1015258783028623,1.1110598903028888
2021-05-23,1.1054055962502651,1.1136837805745228
2021-05-24,1.1326019619402459,1.1159620499237906
2021-05-25,1.1085359579715883,1.1113825189497681
2021-05-26,1.0878729074836768,1.1121659313954666
2021-05-27,1.1251870935121344,1.1188517032521141
2021-05-28,1.127293490118314,1.1171081173545692
2021-05-29,1.1531316095016053,1.1143049637076383
2021-05-30,1.146401464708271,1.1036193406794015
2021-05-31,1.1193474416434424,1.0918451160362106
2021-06-01,1.0649552218157972,1.0842761005359234
2021-06-02,1.0426092771873596,1.089593470150417
2021-06-03,1.0304915863630877,1.1025241615357433
2021-06-04,1.066549877163799,1.122348509694289
2021-06-05,1.0919171590771548,1.1377050551933743
2021-06-06,1.0764871445067277,1.1503065093532392
2021-06-07,1.1074601542768436,1.1706226064253245
2021-06-08,1.0982090998306102,1.1880057756225613
2021-06-09,1.1406138947867832,1.212719046807338
2021-06-10,1.2030847859895704,1.2325633691053277
2021-06-11,1.2077540766660744,1.240676277654087
2021-06-12,1.1836140848835581,1.2497369168574974
2021-06-13,1.2365931057639554,1.2679348230011889
2021-06-14,1.21087810866284,1.2765604914978144
2021-06-15,1.1859225466890062,1.2946371800249477
2021-06-16,1.2141289620254114,1.3245569314154055
2021-06-17,1.2972186583724743,1.3549482162803603
2021-06-18,1.34438323706377,1.3708361788065049
2021-06-19,1.356950034424798,1.378116389539895
2021-06-20,1.3687719568312642,1.383941659454837
2021-06-21,1.3778542768355893,1.3881165687309598
2021-06-22,1.3509216886859483,1.3909408915731016
2021-06-23,1.3516827831189744,1.4019547225955358
2021-06-24,1.4339020714870772,1.4157902467094508
2021-06-25,1.4349442145308182,1.4108056252473191
2021-06-26,1.4518663061525245,1.4041623559088952
2021-06-27,1.4463835809106986,1.3910335774930063
2021-06-28,1.415595070386819,1.3758005008509602
2021-06-29,1.3767926292236514,1.3648484919937536
2021-06-30,1.354565543230088,1.3615613023530755
2021-07-01,1.3635348518683124,1.3634866307778193
2021-07-02,1.3658440658212703,1.3634733596753463
2021-07-03,1.3753071314346936,1.3628209089763985
2021-07-04,1.3589044447067689,1.3593845300796983
2021-07-05,1.3593485157814782,1.3595166561290024
2021-07-06,1.3588532029428446,1.3595629306482853
2021-07-07,1.372752360593695,1.3597582574028362
2021-07-08,1.3999400336342427,1.3561821027943664
2021-07-09,1.397647976555287,1.3441393227939566
2021-07-10,1.357478026602979,1.3294130107175508
2021-07-11,1.326285291665477,1.3216891351702134
2021-07-12,1.3237842409999778,1.320424210150736
2021-07-13,1.3598016391357048,1.3194994837860439
2021-07-14,1.408510299160377,1.3084077803827374
2021-07-15,1.4332696194061931,1.2808582005011537
2021-07-16,1.4149637026961293,1.2389124971236296
2021-07-17,1.3762951941462132,1.1904608016978386
2021-07-18,1.3013688760167283,1.1393166396725602
2021-07-19,1.189939687674822,1.0947176517083312
2021-07-20,1.1286832053619476,1.068511247330304
2021-07-21,1.0597581156274796,1.051951102943664
2021-07-22,1.0942685392014866,1.0498025064628194
2021-07-23,1.1110643246786949,1.0375648471520462
2021-07-24,1.0997763847693827,1.0173367874378545
2021-07-25,1.05540903600245,0.9946482846926283
2021-07-26,0.9706344344815717,0.9779260963569548
2021-07-27,1.0017464612840505,0.9799328612591607
2021-07-28,1.0358144764587247,0.9739294607081163
2021-07-29,1.0348742686338774,0.9568978594485954
2021-07-30,1.0213619684955513,0.935437687017761
2021-07-31,0.9917252049866565,0.9117901516185933
2021-08-01,0.9376367232940149,0.8897909335670089
2021-08-02,0.8563332601690028,0.8766231189887402
2021-08-03,0.8669512990381648,0.8822071651562706
2021-08-04,0.8894459275747052,0.886405787802491
2021-08-05,0.9073479024492198,0.8855690998297154
2021-08-06,0.9444150190490035,0.8795752759997271
2021-08-07,0.9255649870258914,0.8617304934462992
2021-08-08,0.8828949160273256,0.8441623692717429
2021-08-09,0.8204832738158236,0.833502643583617
2021-08-10,0.854133952403529,0.8370857518990277
2021-08-11,0.8716387688259035,0.832393854358674
2021-08-12,0.8478953972219562,0.8215931180808734
2021-08-13,0.8769360921700704,0.8143543717524759
2021-08-14,0.8851219824323856,0.7971310278563923
2021-08-15,0.839561736876361,0.7729147158040165
2021-08-16,0.7858029305169086,0.7545725456636155
2021-08-17,0.7777026146170187,0.745977517359087
2021-08-18,0.7372102896131751,0.7372463374464231
2021-08-19,0.7672964082916514,0.7372562583022991
2021-08-20,0.7763905213037298,0.7289887988827737
2021-08-21,0.7591452324694831,0.7159431976900443
2021-08-22,0.7117454850522977,0.7040534078751954
2021-08-23,0.6546087352283492,0.7019364432150291
2021-08-24,0.7217109316222095,0.7149616746249161
2021-08-25,0.7705947180628194,0.7131041869506919
2021-08-26,0.7908870947424261,0.6972820078622068
2021-08-27,0.7622765763436753,0.6715206099491584
2021-08-28,0.7167324399046942,0.6465433288932239
2021-08-29,0.6559896398515617,0.6272263272409159
2021-08-30,0.5892067081491688,0.6193102709008533
2021-08-31,0.621900033500697,0.6275951823783562
2021-09-01,0.6505825013024112,0.6291625651061685
2021-09-02,0.5101752947038042,0.6232675062155162
