Country/Region,Date,R,ci_65_l,ci_65_u
India,2021-10-04,,,
India,2021-10-05,,,
India,2021-10-06,,,
India,2021-10-07,,,
India,2021-10-08,,,
India,2021-10-09,,,
India,2021-10-10,,,
India,2021-10-11,,,
India,2021-10-12,,,
India,2021-10-13,,,
India,2021-10-14,,,
India,2021-10-15,,,
India,2021-10-16,,,
India,2021-10-17,,,
India,2021-10-18,,,
India,2021-10-19,,,
India,2021-10-20,,,
India,2021-10-21,,,
India,2021-10-22,,,
India,2021-10-23,,,
India,2021-10-24,,,
India,2021-10-25,,,
India,2021-10-26,,,
India,2021-10-27,,,
India,2021-10-28,,,
India,2021-10-29,,,
India,2021-10-30,,,
India,2021-10-31,,,
India,2021-11-01,,,
India,2021-11-02,,,
India,2021-11-03,,,
India,2021-11-04,,,
India,2021-11-05,,,
India,2021-11-06,,,
India,2021-11-07,,,
India,2021-11-08,,,
India,2021-11-09,,,
India,2021-11-10,,,
India,2021-11-11,,,
India,2021-11-12,,,
India,2021-11-13,,,
India,2021-11-14,,,
India,2021-11-15,,,
India,2021-11-16,,,
India,2021-11-17,,,
India,2021-11-18,,,
India,2021-11-19,,,
India,2021-11-20,,,
India,2021-11-21,,,
India,2021-11-22,,,
India,2021-11-23,,,
India,2021-11-24,,,
India,2021-11-25,,,
India,2021-11-26,,,
India,2021-11-27,,,
India,2021-11-28,,,
India,2021-11-29,,,
India,2021-11-30,,,
India,2021-12-01,,,
India,2021-12-02,,,
India,2021-12-03,,,
India,2021-12-04,,,
India,2021-12-05,,,
India,2021-12-06,,,
India,2021-12-07,,,
India,2021-12-08,,,
India,2021-12-09,,,
India,2021-12-10,,,
India,2021-12-11,,,
India,2021-12-12,,,
India,2021-12-13,,,
India,2021-12-14,,,
India,2021-12-15,,,
India,2021-12-16,,,
India,2021-12-17,,,
India,2021-12-18,,,
India,2021-12-19,,,
India,2021-12-20,,,
India,2021-12-21,,,
India,2021-12-22,,,
India,2021-12-23,,,
India,2021-12-24,,,
India,2021-12-25,,,
India,2021-12-26,,,
India,2021-12-27,,,
India,2021-12-28,,,
India,2021-12-29,,,
India,2021-12-30,,,
India,2021-12-31,,,
India,2022-01-01,,,
India,2022-01-02,,,
India,2022-01-03,,,
India,2022-01-04,,,
India,2022-01-05,,,
India,2022-01-06,,,
India,2022-01-07,,,
India,2022-01-08,,,
India,2022-01-09,,,
India,2022-01-10,,,
India,2022-01-11,,,
India,2022-01-12,,,
India,2022-01-13,,,
India,2022-01-14,,,
India,2022-01-15,,,
India,2022-01-16,,,
India,2022-01-17,,,
India,2022-01-18,,,
India,2022-01-19,,,
India,2022-01-20,,,
India,2022-01-21,,,
India,2022-01-22,,,
India,2022-01-23,,,
India,2022-01-24,,,
India,2022-01-25,,,
India,2022-01-26,,,
India,2022-01-27,,,
India,2022-01-28,,,
India,2022-01-29,,,
India,2022-01-30,,,
India,2022-01-31,,,
India,2022-02-01,,,
India,2022-02-02,,,
India,2022-02-03,,,
India,2022-02-04,,,
India,2022-02-05,,,
India,2022-02-06,,,
India,2022-02-07,,,
India,2022-02-08,,,
India,2022-02-09,,,
India,2022-02-10,,,
India,2022-02-11,,,
India,2022-02-12,,,
India,2022-02-13,,,
India,2022-02-14,,,
India,2022-02-15,,,
India,2022-02-16,,,
India,2022-02-17,,,
India,2022-02-18,,,
India,2022-02-19,,,
India,2022-02-20,,,
India,2022-02-21,,,
India,2022-02-22,,,
India,2022-02-23,,,
India,2022-02-24,,,
India,2022-02-25,,,
India,2022-02-26,,,
India,2022-02-27,,,
India,2022-02-28,,,
India,2022-03-01,,,
India,2022-03-02,,,
India,2022-03-03,,,
India,2022-03-04,,,
India,2022-03-05,,,
India,2022-03-06,,,
India,2022-03-07,,,
India,2022-03-08,,,
India,2022-03-09,,,
India,2022-03-10,,,
India,2022-03-11,,,
India,2022-03-12,,,
India,2022-03-13,,,
India,2022-03-14,,,
India,2022-03-15,,,
India,2022-03-16,,,
India,2022-03-17,,,
India,2022-03-18,,,
India,2022-03-19,,,
India,2022-03-20,,,
India,2022-03-21,,,
India,2022-03-22,,,
India,2022-03-23,,,
India,2022-03-24,,,
India,2022-03-25,,,
India,2022-03-26,,,
India,2022-03-27,,,
India,2022-03-28,,,
India,2022-03-29,,,
India,2022-03-30,,,
India,2022-03-31,,,
India,2022-04-01,,,
India,2022-04-02,,,
India,2022-04-03,,,
India,2022-04-04,,,
India,2022-04-05,,,
India,2022-04-06,,,
India,2022-04-07,,,
India,2022-04-08,,,
India,2022-04-09,,,
India,2022-04-10,,,
India,2022-04-11,,,
India,2022-04-12,,,
India,2022-04-13,,,
India,2022-04-14,,,
India,2022-04-15,,,
India,2022-04-16,,,
India,2022-04-17,,,
India,2022-04-18,,,
India,2022-04-19,,,
India,2022-04-20,,,
India,2022-04-21,,,
India,2022-04-22,,,
India,2022-04-23,,,
India,2022-04-24,,,
India,2022-04-25,,,
India,2022-04-26,,,
India,2022-04-27,,,
India,2022-04-28,,,
India,2022-04-29,,,
India,2022-04-30,,,
India,2022-05-01,,,
India,2022-05-02,,,
India,2022-05-03,,,
India,2022-05-04,,,
India,2022-05-05,,,
India,2022-05-06,,,
India,2022-05-07,,,
India,2022-05-08,,,
India,2022-05-09,,,
India,2022-05-10,,,
India,2022-05-11,,,
India,2022-05-12,,,
India,2022-05-13,,,
India,2022-05-14,,,
India,2022-05-15,,,
India,2022-05-16,,,
India,2022-05-17,,,
India,2022-05-18,,,
India,2022-05-19,,,
India,2022-05-20,,,
India,2022-05-21,,,
India,2022-05-22,,,
India,2022-05-23,,,
India,2022-05-24,,,
India,2022-05-25,,,
India,2022-05-26,,,
India,2022-05-27,,,
India,2022-05-28,,,
India,2022-05-29,,,
India,2022-05-30,,,
India,2022-05-31,,,
India,2022-06-01,,,
India,2022-06-02,,,
India,2022-06-03,,,
India,2022-06-04,,,
India,2022-06-05,,,
India,2022-06-06,,,
India,2022-06-07,,,
India,2022-06-08,,,
India,2022-06-09,,,
India,2022-06-10,,,
India,2022-06-11,,,
India,2022-06-12,,,
India,2022-06-13,,,
India,2022-06-14,,,
India,2022-06-15,,,
India,2022-06-16,,,
India,2022-06-17,,,
India,2022-06-18,,,
India,2022-06-19,,,
India,2022-06-20,,,
India,2022-06-21,,,
India,2022-06-22,,,
India,2022-06-23,,,
India,2022-06-24,,,
India,2022-06-25,,,
India,2022-06-26,,,
India,2022-06-27,,,
India,2022-06-28,,,
India,2022-06-29,,,
India,2022-06-30,,,
India,2022-07-01,,,
India,2022-07-02,,,
India,2022-07-03,,,
India,2022-07-04,,,
India,2022-07-05,,,
India,2022-07-06,,,
India,2022-07-07,,,
India,2022-07-08,,,
India,2022-07-09,,,
India,2022-07-10,,,
India,2022-07-11,,,
India,2022-07-12,,,
India,2022-07-13,,,
India,2022-07-14,,,
India,2022-07-15,,,
India,2022-07-16,,,
India,2022-07-17,,,
India,2022-07-18,,,
India,2022-07-19,,,
India,2022-07-20,,,
India,2022-07-21,,,
India,2022-07-22,,,
India,2022-07-23,,,
India,2022-07-24,,,
India,2022-07-25,,,
India,2022-07-26,,,
India,2022-07-27,,,
India,2022-07-28,,,
India,2022-07-29,,,
India,2022-07-30,,,
India,2022-07-31,,,
India,2022-08-01,,,
India,2022-08-02,,,
India,2022-08-03,,,
India,2022-08-04,,,
India,2022-08-05,,,
India,2022-08-06,,,
India,2022-08-07,,,
India,2022-08-08,,,
India,2022-08-09,,,
India,2022-08-10,,,
India,2022-08-11,,,
India,2022-08-12,,,
India,2022-08-13,,,
India,2022-08-14,,,
India,2022-08-15,,,
India,2022-08-16,,,
India,2022-08-17,,,
India,2022-08-18,,,
India,2022-08-19,,,
India,2022-08-20,,,
India,2022-08-21,,,
India,2022-08-22,,,
India,2022-08-23,,,
India,2022-08-24,,,
India,2022-08-25,,,
India,2022-08-26,,,
India,2022-08-27,,,
India,2022-08-28,,,
India,2022-08-29,,,
India,2022-08-30,,,
India,2022-08-31,,,
India,2022-09-01,,,
India,2022-09-02,,,
India,2022-09-03,,,
India,2022-09-04,,,
India,2022-09-05,,,
India,2022-09-06,,,
India,2022-09-07,,,
India,2022-09-08,,,
India,2022-09-09,,,
India,2022-09-10,,,
India,2022-09-11,,,
India,2022-09-12,,,
India,2022-09-13,,,
India,2022-09-14,,,
India,2022-09-15,,,
India,2022-09-16,,,
India,2022-09-17,,,
India,2022-09-18,,,
India,2022-09-19,,,
India,2022-09-20,,,
India,2022-09-21,,,
India,2022-09-22,,,
India,2022-09-23,,,
India,2022-09-24,,,
India,2022-09-25,,,
India,2022-09-26,,,
India,2022-09-27,,,
India,2022-09-28,,,
India,2022-09-29,,,
India,2022-09-30,,,
India,2022-10-01,,,
India,2022-10-02,,,
India,2022-10-03,,,
India,2022-10-04,,,
India,2022-10-05,,,
India,2022-10-06,,,
India,2022-10-07,,,
India,2022-10-08,,,
India,2022-10-09,,,
India,2022-10-10,,,
India,2022-10-11,,,
India,2022-10-12,,,
India,2022-10-13,,,
India,2022-10-14,,,
India,2022-10-15,,,
India,2022-10-16,,,
India,2022-10-17,,,
India,2022-10-18,,,
India,2022-10-19,,,
India,2022-10-20,,,
India,2022-10-21,,,
India,2022-10-22,,,
India,2022-10-23,,,
India,2022-10-24,,,
India,2022-10-25,,,
India,2022-10-26,,,
India,2022-10-27,,,
India,2022-10-28,,,
India,2022-10-29,,,
India,2022-10-30,,,
India,2022-10-31,,,
India,2022-11-01,,,
India,2022-11-02,,,
India,2022-11-03,,,
India,2022-11-04,,,
India,2022-11-05,,,
India,2022-11-06,,,
India,2022-11-07,,,
India,2022-11-08,,,
India,2022-11-09,,,
India,2022-11-10,,,
India,2022-11-11,,,
India,2022-11-12,,,
India,2022-11-13,,,
India,2022-11-14,,,
India,2022-11-15,,,
India,2022-11-16,,,
India,2022-11-17,,,
India,2022-11-18,,,
India,2022-11-19,,,
India,2022-11-20,,,
India,2022-11-21,,,
India,2022-11-22,,,
India,2022-11-23,,,
India,2022-11-24,,,
India,2022-11-25,,,
India,2022-11-26,,,
India,2022-11-27,,,
India,2022-11-28,,,
India,2022-11-29,,,
India,2022-11-30,,,
India,2022-12-01,,,
India,2022-12-02,,,
India,2022-12-03,,,
India,2022-12-04,,,
India,2022-12-05,,,
India,2022-12-06,,,
India,2022-12-07,,,
India,2022-12-08,,,
India,2022-12-09,,,
India,2022-12-10,,,
India,2022-12-11,,,
India,2022-12-12,,,
India,2022-12-13,,,
India,2022-12-14,,,
India,2022-12-15,,,
India,2022-12-16,,,
India,2022-12-17,,,
India,2022-12-18,,,
India,2022-12-19,,,
India,2022-12-20,,,
India,2022-12-21,,,
India,2022-12-22,,,
India,2022-12-23,,,
India,2022-12-24,,,
India,2022-12-25,,,
India,2022-12-26,,,
India,2022-12-27,,,
India,2022-12-28,,,
India,2022-12-29,,,
India,2022-12-30,,,
India,2022-12-31,,,
India,2023-01-01,,,
India,2023-01-02,,,
India,2023-01-03,,,
India,2023-01-04,,,
India,2023-01-05,,,
India,2023-01-06,,,
India,2023-01-07,,,
India,2023-01-08,,,
India,2023-01-09,,,
India,2023-01-10,,,
India,2023-01-11,,,
India,2023-01-12,,,
India,2023-01-13,,,
India,2023-01-14,,,
India,2023-01-15,,,
India,2023-01-16,,,
India,2023-01-17,,,
India,2023-01-18,,,
India,2023-01-19,,,
India,2023-01-20,,,
India,2023-01-21,,,
India,2023-01-22,,,
India,2023-01-23,,,
India,2023-01-24,,,
India,2023-01-25,,,
India,2023-01-26,,,
India,2023-01-27,,,
India,2023-01-28,,,
India,2023-01-29,,,
India,2023-01-30,,,
India,2023-01-31,,,
India,2023-02-01,,,
India,2023-02-02,,,
India,2023-02-03,,,
India,2023-02-04,,,
India,2023-02-05,,,
India,2023-02-06,,,
India,2023-02-07,,,
India,2023-02-08,,,
India,2023-02-09,,,
India,2023-02-10,,,
India,2023-02-11,,,
India,2023-02-12,,,
India,2023-02-13,,,
India,2023-02-14,,,
India,2023-02-15,,,
India,2023-02-16,,,
India,2023-02-17,,,
India,2023-02-18,,,
India,2023-02-19,,,
Germany,2020-03-02,,,
Germany,2020-03-03,,,
Germany,2020-03-04,,,
Germany,2020-03-05,,,
Germany,2020-03-06,,,
Germany,2020-03-07,,,
Germany,2020-03-08,,,
Germany,2020-03-09,,,
Germany,2020-03-10,,,
Germany,2020-03-11,,,
Germany,2020-03-12,,,
Germany,2020-03-13,,,
Germany,2020-03-14,,,
Germany,2020-03-15,,,
Germany,2020-03-16,,,
Germany,2020-03-17,,,
Germany,2020-03-18,,,
Germany,2020-03-19,,,
Germany,2020-03-20,,,
Germany,2020-03-21,,,
Germany,2020-03-22,,,
Germany,2020-03-23,,,
Germany,2020-03-24,,,
Germany,2020-03-25,,,
Germany,2020-03-26,,,
Germany,2020-03-27,,,
Germany,2020-03-28,,,
Germany,2020-03-29,,,
Germany,2020-03-30,,,
Germany,2020-03-31,,,
Germany,2020-04-01,,,
Germany,2020-04-02,,,
Germany,2020-04-03,,,
Germany,2020-04-04,,,
Germany,2020-04-05,,,
Germany,2020-04-06,,,
Germany,2020-04-07,,,
Germany,2020-04-08,,,
Germany,2020-04-09,,,
Germany,2020-04-10,,,
Germany,2020-04-11,,,
Germany,2020-04-12,,,
Germany,2020-04-13,,,
Germany,2020-04-14,,,
Germany,2020-04-15,,,
Germany,2020-04-16,,,
Germany,2020-04-17,,,
Germany,2020-04-18,,,
Germany,2020-04-19,,,
Germany,2020-04-20,,,
Germany,2020-04-21,,,
Germany,2020-04-22,,,
Germany,2020-04-23,,,
Germany,2020-04-24,,,
Germany,2020-04-25,,,
Germany,2020-04-26,,,
Germany,2020-04-27,,,
Germany,2020-04-28,,,
Germany,2020-04-29,,,
Germany,2020-04-30,,,
Germany,2020-05-01,,,
Germany,2020-05-02,,,
Germany,2020-05-03,,,
Germany,2020-05-04,,,
Germany,2020-05-05,,,
Germany,2020-05-06,,,
Germany,2020-05-07,,,
Germany,2020-05-08,,,
Germany,2020-05-09,,,
Germany,2020-05-10,,,
Germany,2020-05-11,,,
Germany,2020-05-12,,,
Germany,2020-05-13,,,
Germany,2020-05-14,,,
Germany,2020-05-15,,,
Germany,2020-05-16,,,
Germany,2020-05-17,,,
Germany,2020-05-18,,,
Germany,2020-05-19,,,
Germany,2020-05-20,,,
Germany,2020-05-21,,,
Germany,2020-05-22,,,
Germany,2020-05-23,,,
Germany,2020-05-24,,,
Germany,2020-05-25,,,
Germany,2020-05-26,,,
Germany,2020-05-27,,,
Germany,2020-05-28,,,
Germany,2020-05-29,,,
Germany,2020-05-30,,,
Germany,2020-05-31,,,
Germany,2020-06-01,,,
Germany,2020-06-02,,,
Germany,2020-06-03,,,
Germany,2020-06-04,,,
Germany,2020-06-05,,,
Germany,2020-06-06,,,
Germany,2020-06-07,,,
Germany,2020-06-08,,,
Germany,2020-06-09,,,
Germany,2020-06-10,,,
Germany,2020-06-11,,,
Germany,2020-06-12,,,
Germany,2020-06-13,,,
Germany,2020-06-14,,,
Germany,2020-06-15,,,
Germany,2020-06-16,,,
Germany,2020-06-17,,,
Germany,2020-06-18,,,
Germany,2020-06-19,,,
Germany,2020-06-20,,,
Germany,2020-06-21,,,
Germany,2020-06-22,,,
Germany,2020-06-23,,,
Germany,2020-06-24,,,
Germany,2020-06-25,,,
Germany,2020-06-26,,,
Germany,2020-06-27,,,
Germany,2020-06-28,,,
Germany,2020-06-29,,,
Germany,2020-06-30,,,
Germany,2020-07-01,,,
Germany,2020-07-02,,,
Germany,2020-07-03,,,
Germany,2020-07-04,,,
Germany,2020-07-05,,,
Germany,2020-07-06,,,
Germany,2020-07-07,,,
Germany,2020-07-08,,,
Germany,2020-07-09,,,
Germany,2020-07-10,,,
Germany,2020-07-11,,,
Germany,2020-07-12,,,
Germany,2020-07-13,,,
Germany,2020-07-14,,,
Germany,2020-07-15,,,
Germany,2020-07-16,,,
Germany,2020-07-17,,,
Germany,2020-07-18,,,
Germany,2020-07-19,,,
Germany,2020-07-20,,,
Germany,2020-07-21,,,
Germany,2020-07-22,,,
Germany,2020-07-23,,,
Germany,2020-07-24,,,
Germany,2020-07-25,,,
Germany,2020-07-26,,,
Germany,2020-07-27,,,
Germany,2020-07-28,,,
Germany,2020-07-29,,,
Germany,2020-07-30,,,
Germany,2020-07-31,,,
Germany,2020-08-01,,,
Germany,2020-08-02,,,
Germany,2020-08-03,,,
Germany,2020-08-04,,,
Germany,2020-08-05,,,
Germany,2020-08-06,,,
Germany,2020-08-07,,,
Germany,2020-08-08,,,
Germany,2020-08-09,,,
Germany,2020-08-10,,,
Germany,2020-08-11,,,
Germany,2020-08-12,,,
Germany,2020-08-13,,,
Germany,2020-08-14,,,
Germany,2020-08-15,,,
Germany,2020-08-16,,,
Germany,2020-08-17,,,
Germany,2020-08-18,,,
Germany,2020-08-19,,,
Germany,2020-08-20,,,
Germany,2020-08-21,,,
Germany,2020-08-22,,,
Germany,2020-08-23,,,
Germany,2020-08-24,,,
Germany,2020-08-25,,,
Germany,2020-08-26,,,
Germany,2020-08-27,,,
Germany,2020-08-28,,,
Germany,2020-08-29,,,
Germany,2020-08-30,,,
Germany,2020-08-31,,,
Germany,2020-09-01,,,
Germany,2020-09-02,,,
Germany,2020-09-03,,,
Germany,2020-09-04,,,
Germany,2020-09-05,,,
Germany,2020-09-06,,,
Germany,2020-09-07,,,
Germany,2020-09-08,,,
Germany,2020-09-09,,,
Germany,2020-09-10,,,
Germany,2020-09-11,,,
Germany,2020-09-12,,,
Germany,2020-09-13,,,
Germany,2020-09-14,,,
Germany,2020-09-15,,,
Germany,2020-09-16,,,
Germany,2020-09-17,,,
Germany,2020-09-18,,,
Germany,2020-09-19,,,
Germany,2020-09-20,,,
Germany,2020-09-21,,,
Germany,2020-09-22,,,
Germany,2020-09-23,,,
Germany,2020-09-24,,,
Germany,2020-09-25,,,
Germany,2020-09-26,,,
Germany,2020-09-27,,,
Germany,2020-09-28,,,
Germany,2020-09-29,,,
Germany,2020-09-30,,,
Germany,2020-10-01,,,
Germany,2020-10-02,,,
Germany,2020-10-03,,,
Germany,2020-10-04,,,
Germany,2020-10-05,,,
Germany,2020-10-06,,,
Germany,2020-10-07,,,
Germany,2020-10-08,,,
Germany,2020-10-09,,,
Germany,2020-10-10,,,
Germany,2020-10-11,,,
Germany,2020-10-12,,,
Germany,2020-10-13,,,
Germany,2020-10-14,,,
Germany,2020-10-15,,,
Germany,2020-10-16,,,
Germany,2020-10-17,,,
Germany,2020-10-18,,,
Germany,2020-10-19,,,
Germany,2020-10-20,,,
Germany,2020-10-21,,,
Germany,2020-10-22,,,
Germany,2020-10-23,,,
Germany,2020-10-24,,,
Germany,2020-10-25,,,
Germany,2020-10-26,,,
Germany,2020-10-27,,,
Germany,2020-10-28,,,
Germany,2020-10-29,,,
Germany,2020-10-30,,,
Germany,2020-10-31,,,
Germany,2020-11-01,,,
Germany,2020-11-02,,,
Germany,2020-11-03,,,
Germany,2020-11-04,,,
Germany,2020-11-05,,,
Germany,2020-11-06,,,
Germany,2020-11-07,,,
Germany,2020-11-08,,,
Germany,2020-11-09,,,
Germany,2020-11-10,,,
Germany,2020-11-11,,,
Germany,2020-11-12,,,
Germany,2020-11-13,,,
Germany,2020-11-14,,,
Germany,2020-11-15,,,
Germany,2020-11-16,,,
Germany,2020-11-17,,,
Germany,2020-11-18,,,
Germany,2020-11-19,,,
Germany,2020-11-20,,,
Germany,2020-11-21,,,
Germany,2020-11-22,,,
Germany,2020-11-23,,,
Germany,2020-11-24,,,
Germany,2020-11-25,,,
Germany,2020-11-26,,,
Germany,2020-11-27,,,
Germany,2020-11-28,,,
Germany,2020-11-29,,,
Germany,2020-11-30,,,
Germany,2020-12-01,,,
Germany,2020-12-02,,,
Germany,2020-12-03,,,
Germany,2020-12-04,,,
Germany,2020-12-05,,,
Germany,2020-12-06,,,
Germany,2020-12-07,,,
Germany,2020-12-08,,,
Germany,2020-12-09,,,
Germany,2020-12-10,,,
Germany,2020-12-11,,,
Germany,2020-12-12,,,
Germany,2020-12-13,,,
Germany,2020-12-14,,,
Germany,2020-12-15,,,
Germany,2020-12-16,,,
Germany,2020-12-17,,,
Germany,2020-12-18,,,
Germany,2020-12-19,,,
Germany,2020-12-20,,,
Germany,2020-12-21,,,
Germany,2020-12-22,,,
Germany,2020-12-23,,,
Germany,2020-12-24,,,
Germany,2020-12-25,,,
Germany,2020-12-26,,,
Germany,2020-12-27,,,
Germany,2020-12-28,,,
Germany,2020-12-29,,,
Germany,2020-12-30,,,
Germany,2020-12-31,,,
Germany,2021-01-01,,,
Germany,2021-01-02,,,
Germany,2021-01-03,,,
Germany,2021-01-04,,,
Germany,2021-01-05,,,
Germany,2021-01-06,,,
Germany,2021-01-07,,,
Germany,2021-01-08,,,
