Country/Region,Date,R,ci_65_l,ci_65_u
Germany,2021-01-09,,,
Germany,2021-01-10,,,
Germany,2021-01-11,,,
Germany,2021-01-12,,,
Germany,2021-01-13,,,
Germany,2021-01-14,,,
Germany,2021-01-15,,,
Germany,2021-01-16,,,
Germany,2021-01-17,,,
Germany,2021-01-18,,,
Germany,2021-01-19,,,
Germany,2021-01-20,,,
Germany,2021-01-21,,,
Germany,2021-01-22,,,
Germany,2021-01-23,,,
Germany,2021-01-24,,,
Germany,2021-01-25,,,
Germany,2021-01-26,,,
Germany,2021-01-27,,,
Germany,2021-01-28,,,
Germany,2021-01-29,,,
Germany,2021-01-30,,,
Germany,2021-01-31,,,
Germany,2021-02-01,,,
Germany,2021-02-02,,,
Germany,2021-02-03,,,
Germany,2021-02-04,,,
Germany,2021-02-05,,,
Germany,2021-02-06,,,
Germany,2021-02-07,,,
Germany,2021-02-08,,,
Germany,2021-02-09,,,
Germany,2021-02-10,,,
Germany,2021-02-11,,,
Germany,2021-02-12,,,
Germany,2021-02-13,,,
Germany,2021-02-14,,,
Germany,2021-02-15,,,
Germany,2021-02-16,,,
Germany,2021-02-17,,,
Germany,2021-02-18,,,
Germany,2021-02-19,,,
Germany,2021-02-20,,,
Germany,2021-02-21,,,
Germany,2021-02-22,,,
Germany,2021-02-23,,,
Germany,2021-02-24,,,
Germany,2021-02-25,,,
Germany,2021-02-26,,,
Germany,2021-02-27,,,
Germany,2021-02-28,,,
Germany,2021-03-01,,,
Germany,2021-03-02,,,
Germany,2021-03-03,,,
Germany,2021-03-04,,,
Germany,2021-03-05,,,
Germany,2021-03-06,,,
Germany,2021-03-07,,,
Germany,2021-03-08,,,
Germany,2021-03-09,,,
Germany,2021-03-10,,,
Germany,2021-03-11,,,
Germany,2021-03-12,,,
Germany,2021-03-13,,,
Germany,2021-03-14,,,
Germany,2021-03-15,,,
Germany,2021-03-16,,,
Germany,2021-03-17,,,
Germany,2021-03-18,,,
Germany,2021-03-19,,,
Germany,2021-03-20,,,
Germany,2021-03-21,,,
Germany,2021-03-22,,,
Germany,2021-03-23,,,
Germany,2021-03-24,,,
Germany,2021-03-25,,,
Germany,2021-03-26,,,
Germany,2021-03-27,,,
Germany,2021-03-28,,,
Germany,2021-03-29,,,
Germany,2021-03-30,,,
Germany,2021-03-31,,,
Germany,2021-04-01,,,
Germany,2021-04-02,,,
Germany,2021-04-03,,,
Germany,2021-04-04,,,
Germany,2021-04-05,,,
Germany,2021-04-06,,,
Germany,2021-04-07,,,
Germany,2021-04-08,,,
Germany,2021-04-09,,,
Germany,2021-04-10,,,
Germany,2021-04-11,,,
Germany,2021-04-12,,,
Germany,2021-04-13,,,
Germany,2021-04-14,,,
Germany,2021-04-15,,,
Germany,2021-04-16,,,
Germany,2021-04-17,,,
Germany,2021-04-18,,,
Germany,2021-04-19,,,
Germany,2021-04-20,,,
Germany,2021-04-21,,,
Germany,2021-04-22,,,
Germany,2021-04-23,,,
Germany,2021-04-24,,,
Germany,2021-04-25,,,
Germany,2021-04-26,,,
Germany,2021-04-27,,,
Germany,2021-04-28,,,
Germany,2021-04-29,,,
Germany,2021-04-30,,,
Germany,2021-05-01,,,
Germany,2021-05-02,,,
Germany,2021-05-03,,,
Germany,2021-05-04,,,
Germany,2021-05-05,,,
Germany,2021-05-06,,,
Germany,2021-05-07,,,
Germany,2021-05-08,,,
Germany,2021-05-09,,,
Germany,2021-05-10,,,
Germany,2021-05-11,,,
Germany,2021-05-12,,,
Germany,2021-05-13,,,
Germany,2021-05-14,,,
Germany,2021-05-15,,,
Germany,2021-05-16,,,
Germany,2021-05-17,,,
Germany,2021-05-18,,,
Germany,2021-05-19,,,
Germany,2021-05-20,,,
Germany,2021-05-21,,,
Germany,2021-05-22,,,
Germany,2021-05-23,,,
Germany,2021-05-24,,,
Germany,2021-05-25,,,
Germany,2021-05-26,,,
Germany,2021-05-27,,,
Germany,2021-05-28,,,
Germany,2021-05-29,,,
Germany,2021-05-30,,,
Germany,2021-05-31,,,
Germany,2021-06-01,,,
Germany,2021-06-02,,,
Germany,2021-06-03,,,
Germany,2021-06-04,,,
Germany,2021-06-05,,,
Germany,2021-06-06,,,
Germany,2021-06-07,,,
Germany,2021-06-08,,,
Germany,2021-06-09,,,
Germany,2021-06-10,,,
Germany,2021-06-11,,,
Germany,2021-06-12,,,
Germany,2021-06-13,,,
Germany,2021-06-14,,,
Germany,2021-06-15,,,
Germany,2021-06-16,,,
Germany,2021-06-17,,,
Germany,2021-06-18,,,
Germany,2021-06-19,,,
Germany,2021-06-20,,,
Germany,2021-06-21,,,
Germany,2021-06-22,,,
Germany,2021-06-23,,,
Germany,2021-06-24,,,
Germany,2021-06-25,,,
Germany,2021-06-26,,,
Germany,2021-06-27,,,
Germany,2021-06-28,,,
Germany,2021-06-29,,,
Germany,2021-06-30,,,
Germany,2021-07-01,,,
Germany,2021-07-02,,,
Germany,2021-07-03,,,
Germany,2021-07-04,,,
Germany,2021-07-05,,,
Germany,2021-07-06,,,
Germany,2021-07-07,,,
Germany,2021-07-08,,,
Germany,2021-07-09,,,
Germany,2021-07-10,,,
Germany,2021-07-11,,,
Germany,2021-07-12,,,
Germany,2021-07-13,,,
Germany,2021-07-14,,,
Germany,2021-07-15,,,
Germany,2021-07-16,,,
Germany,2021-07-17,,,
Germany,2021-07-18,,,
Germany,2021-07-19,,,
Germany,2021-07-20,,,
Germany,2021-07-21,,,
Germany,2021-07-22,,,
Germany,2021-07-23,,,
Germany,2021-07-24,,,
Germany,2021-07-25,,,
Germany,2021-07-26,,,
Germany,2021-07-27,,,
Germany,2021-07-28,,,
Germany,2021-07-29,,,
Germany,2021-07-30,,,
Germany,2021-07-31,,,
Germany,2021-08-01,,,
Germany,2021-08-02,,,
Germany,2021-08-03,,,
Germany,2021-08-04,,,
Germany,2021-08-05,,,
Germany,2021-08-06,,,
Germany,2021-08-07,,,
Germany,2021-08-08,,,
Germany,2021-08-09,,,
Germany,2021-08-10,,,
Germany,2021-08-11,,,
Germany,2021-08-12,,,
Germany,2021-08-13,,,
Germany,2021-08-14,,,
Germany,2021-08-15,,,
Germany,2021-08-16,,,
Germany,2021-08-17,,,
Germany,2021-08-18,,,
Germany,2021-08-19,,,
Germany,2021-08-20,,,
Germany,2021-08-21,,,
Germany,2021-08-22,,,
Germany,2021-08-23,,,
Germany,2021-08-24,,,
Germany,2021-08-25,,,
Germany,2021-08-26,,,
Germany,2021-08-27,,,
Germany,2021-08-28,,,
Germany,2021-08-29,,,
Germany,2021-08-30,,,
Germany,2021-08-31,,,
Germany,2021-09-01,,,
Germany,2021-09-02,,,
Germany,2021-09-03,,,
Germany,2021-09-04,,,
Germany,2021-09-05,,,
Germany,2021-09-06,,,
Germany,2021-09-07,,,
Germany,2021-09-08,,,
Germany,2021-09-09,,,
Germany,2021-09-10,,,
Germany,2021-09-11,,,
Germany,2021-09-12,,,
Germany,2021-09-13,,,
Germany,2021-09-14,,,
Germany,2021-09-15,,,
Germany,2021-09-16,,,
Germany,2021-09-17,,,
Germany,2021-09-18,,,
Germany,2021-09-19,,,
Germany,2021-09-20,,,
Germany,2021-09-21,,,
Germany,2021-09-22,,,
Germany,2021-09-23,,,
Germany,2021-09-24,,,
Germany,2021-09-25,,,
Germany,2021-09-26,,,
Germany,2021-09-27,,,
Germany,2021-09-28,,,
Germany,2021-09-29,,,
Germany,2021-09-30,,,
Germany,2021-10-01,,,
Germany,2021-10-02,,,
Germany,2021-10-03,,,
Germany,2021-10-04,,,
Germany,2021-10-05,,,
Germany,2021-10-06,,,
Germany,2021-10-07,,,
Germany,2021-10-08,,,
Germany,2021-10-09,,,
Germany,2021-10-10,,,
Germany,2021-10-11,,,
Germany,2021-10-12,,,
Germany,2021-10-13,,,
Germany,2021-10-14,,,
Germany,2021-10-15,,,
Germany,2021-10-16,,,
Germany,2021-10-17,,,
Germany,2021-10-18,,,
Germany,2021-10-19,,,
Germany,2021-10-20,,,
Germany,2021-10-21,,,
Germany,2021-10-22,,,
Germany,2021-10-23,,,
Germany,2021-10-24,,,
Germany,2021-10-25,,,
Germany,2021-10-26,,,
Germany,2021-10-27,,,
Germany,2021-10-28,,,
Germany,2021-10-29,,,
Germany,2021-10-30,,,
Germany,2021-10-31,,,
Germany,2021-11-01,,,
Germany,2021-11-02,,,
Germany,2021-11-03,,,
Germany,2021-11-04,,,
Germany,2021-11-05,,,
Germany,2021-11-06,,,
Germany,2021-11-07,,,
Germany,2021-11-08,,,
Germany,2021-11-09,,,
Germany,2021-11-10,,,
Germany,2021-11-11,,,
Germany,2021-11-12,,,
Germany,2021-11-13,,,
Germany,2021-11-14,,,
Germany,2021-11-15,,,
Germany,2021-11-16,,,
Germany,2021-11-17,,,
Germany,2021-11-18,,,
Germany,2021-11-19,,,
Germany,2021-11-20,,,
Germany,2021-11-21,,,
Germany,2021-11-22,,,
Germany,2021-11-23,,,
Germany,2021-11-24,,,
Germany,2021-11-25,,,
Germany,2021-11-26,,,
Germany,2021-11-27,,,
Germany,2021-11-28,,,
Germany,2021-11-29,,,
Germany,2021-11-30,,,
Germany,2021-12-01,,,
Germany,2021-12-02,,,
Germany,2021-12-03,,,
Germany,2021-12-04,,,
Germany,2021-12-05,,,
Germany,2021-12-06,,,
Germany,2021-12-07,,,
Germany,2021-12-08,,,
Germany,2021-12-09,,,
Germany,2021-12-10,,,
Germany,2021-12-11,,,
Germany,2021-12-12,,,
Germany,2021-12-13,,,
Germany,2021-12-14,,,
Germany,2021-12-15,,,
Germany,2021-12-16,,,
Germany,2021-12-17,,,
Germany,2021-12-18,,,
Germany,2021-12-19,,,
Germany,2021-12-20,,,
Germany,2021-12-21,,,
Germany,2021-12-22,,,
Germany,2021-12-23,,,
Germany,2021-12-24,,,
Germany,2021-12-25,,,
Germany,2021-12-26,,,
Germany,2021-12-27,,,
Germany,2021-12-28,,,
Germany,2021-12-29,,,
Germany,2021-12-30,,,
Germany,2021-12-31,,,
Germany,2022-01-01,,,
Germany,2022-01-02,,,
Germany,2022-01-03,,,
Germany,2022-01-04,,,
Germany,2022-01-05,,,
Germany,2022-01-06,,,
Germany,2022-01-07,,,
Germany,2022-01-08,,,
Germany,2022-01-09,,,
Germany,2022-01-10,,,
Germany,2022-01-11,,,
Germany,2022-01-12,,,
Germany,2022-01-13,,,
Germany,2022-01-14,,,
Germany,2022-01-15,,,
Germany,2022-01-16,,,
Germany,2022-01-17,,,
Germany,2022-01-18,,,
Germany,2022-01-19,,,
Germany,2022-01-20,,,
Germany,2022-01-21,,,
Germany,2022-01-22,,,
Germany,2022-01-23,,,
Germany,2022-01-24,,,
Germany,2022-01-25,,,
Germany,2022-01-26,,,
Germany,2022-01-27,,,
Germany,2022-01-28,,,
Germany,2022-01-29,,,
Germany,2022-01-30,,,
Germany,2022-01-31,,,
Germany,2022-02-01,,,
Germany,2022-02-02,,,
Germany,2022-02-03,,,
Germany,2022-02-04,,,
Germany,2022-02-05,,,
Germany,2022-02-06,,,
Germany,2022-02-07,,,
Germany,2022-02-08,,,
Germany,2022-02-09,,,
Germany,2022-02-10,,,
Germany,2022-02-11,,,
Germany,2022-02-12,,,
Germany,2022-02-13,,,
Germany,2022-02-14,,,
Germany,2022-02-15,,,
Germany,2022-02-16,,,
Germany,2022-02-17,,,
Germany,2022-02-18,,,
Germany,2022-02-19,,,
Germany,2022-02-20,,,
Germany,2022-02-21,,,
Germany,2022-02-22,,,
Germany,2022-02-23,,,
Germany,2022-02-24,,,
Germany,2022-02-25,,,
Germany,2022-02-26,,,
Germany,2022-02-27,,,
Germany,2022-02-28,,,
Germany,2022-03-01,,,
Germany,2022-03-02,,,
Germany,2022-03-03,,,
Germany,2022-03-04,,,
Germany,2022-03-05,,,
Germany,2022-03-06,,,
Germany,2022-03-07,,,
Germany,2022-03-08,,,
Germany,2022-03-09,,,
Germany,2022-03-10,,,
Germany,2022-03-11,,,
Germany,2022-03-12,,,
Germany,2022-03-13,,,
Germany,2022-03-14,,,
Germany,2022-03-15,,,
Germany,2022-03-16,,,
Germany,2022-03-17,,,
Germany,2022-03-18,,,
Germany,2022-03-19,,,
Germany,2022-03-20,,,
Germany,2022-03-21,,,
Germany,2022-03-22,,,
Germany,2022-03-23,,,
Germany,2022-03-24,,,
Germany,2022-03-25,,,
Germany,2022-03-26,,,
Germany,2022-03-27,,,
Germany,2022-03-28,,,
Germany,2022-03-29,,,
Germany,2022-03-30,,,
Germany,2022-03-31,,,
Germany,2022-04-01,,,
Germany,2022-04-02,,,
Germany,2022-04-03,,,
Germany,2022-04-04,,,
Germany,2022-04-05,,,
Germany,2022-04-06,,,
Germany,2022-04-07,,,
Germany,2022-04-08,,,
Germany,2022-04-09,,,
Germany,2022-04-10,,,
Germany,2022-04-11,,,
Germany,2022-04-12,,,
Germany,2022-04-13,,,
Germany,2022-04-14,,,
Germany,2022-04-15,,,
Germany,2022-04-16,,,
Germany,2022-04-17,,,
Germany,2022-04-18,,,
Germany,2022-04-19,,,
Germany,2022-04-20,,,
Germany,2022-04-21,,,
Germany,2022-04-22,,,
Germany,2022-04-23,,,
Germany,2022-04-24,,,
Germany,2022-04-25,,,
Germany,2022-04-26,,,
Germany,2022-04-27,,,
Germany,2022-04-28,,,
Germany,2022-04-29,,,
Germany,2022-04-30,,,
Germany,2022-05-01,,,
Germany,2022-05-02,,,
Germany,2022-05-03,,,
Germany,2022-05-04,,,
Germany,2022-05-05,,,
Germany,2022-05-06,,,
Germany,2022-05-07,,,
Germany,2022-05-08,,,
Germany,2022-05-09,,,
Germany,2022-05-10,,,
Germany,2022-05-11,,,
Germany,2022-05-12,,,
Germany,2022-05-13,,,
Germany,2022-05-14,,,
Germany,2022-05-15,,,
Germany,2022-05-16,,,
Germany,2022-05-17,,,
Germany,2022-05-18,,,
Germany,2022-05-19,,,
Germany,2022-05-20,,,
Germany,2022-05-21,,,
Germany,2022-05-22,,,
Germany,2022-05-23,,,
Germany,2022-05-24,,,
Germany,2022-05-25,,,
Germany,2022-05-26,,,
Germany,2022-05-27,,,
Germany,2022-05-28,,,
Germany,2022-05-29,,,
Germany,2022-05-30,,,
Germany,2022-05-31,,,
Germany,2022-06-01,,,
Germany,2022-06-02,,,
Germany,2022-06-03,,,
Germany,2022-06-04,,,
Germany,2022-06-05,,,
Germany,2022-06-06,,,
Germany,2022-06-07,,,
Germany,2022-06-08,,,
Germany,2022-06-09,,,
Germany,2022-06-10,,,
Germany,2022-06-11,,,
Germany,2022-06-12,,,
Germany,2022-06-13,,,
Germany,2022-06-14,,,
Germany,2022-06-15,,,
Germany,2022-06-16,,,
Germany,2022-06-17,,,
Germany,2022-06-18,,,
Germany,2022-06-19,,,
Germany,2022-06-20,,,
Germany,2022-06-21,,,
Germany,2022-06-22,,,
Germany,2022-06-23,,,
Germany,2022-06-24,,,
Germany,2022-06-25,,,
Germany,2022-06-26,,,
Germany,2022-06-27,,,
Germany,2022-06-28,,,
Germany,2022-06-29,,,
Germany,2022-06-30,,,
Germany,2022-07-01,,,
Germany,2022-07-02,,,
Germany,2022-07-03,,,
Germany,2022-07-04,,,
Germany,2022-07-05,,,
Germany,2022-07-06,,,
Germany,2022-07-07,,,
Germany,2022-07-08,,,
Germany,2022-07-09,,,
Germany,2022-07-10,,,
Germany,2022-07-11,,,
Germany,2022-07-12,,,
Germany,2022-07-13,,,
Germany,2022-07-14,,,
Germany,2022-07-15,,,
Germany,2022-07-16,,,
Germany,2022-07-17,,,
Germany,2022-07-18,,,
Germany,2022-07-19,,,
Germany,2022-07-20,,,
Germany,2022-07-21,,,
Germany,2022-07-22,,,
Germany,2022-07-23,,,
Germany,2022-07-24,,,
Germany,2022-07-25,,,
Germany,2022-07-26,,,
Germany,2022-07-27,,,
Germany,2022-07-28,,,
Germany,2022-07-29,,,
Germany,2022-07-30,,,
Germany,2022-07-31,,,
Germany,2022-08-01,,,
Germany,2022-08-02,,,
Germany,2022-08-03,,,
Germany,2022-08-04,,,
Germany,2022-08-05,,,
Germany,2022-08-06,,,
Germany,2022-08-07,,,
Germany,2022-08-08,,,
Germany,2022-08-09,,,
Germany,2022-08-10,,,
Germany,2022-08-11,,,
Germany,2022-08-12,,,
Germany,2022-08-13,,,
Germany,2022-08-14,,,
Germany,2022-08-15,,,
Germany,2022-08-16,,,
Germany,2022-08-17,,,
Germany,2022-08-18,,,
Germany,2022-08-19,,,
Germany,2022-08-20,,,
Germany,2022-08-21,,,
Germany,2022-08-22,,,
Germany,2022-08-23,,,
Germany,2022-08-24,,,
Germany,2022-08-25,,,
Germany,2022-08-26,,,
Germany,2022-08-27,,,
Germany,2022-08-28,,,
Germany,2022-08-29,,,
Germany,2022-08-30,,,
Germany,2022-08-31,,,
Germany,2022-09-01,,,
Germany,2022-09-02,,,
Germany,2022-09-03,,,
Germany,2022-09-04,,,
Germany,2022-09-05,,,
Germany,2022-09-06,,,
Germany,2022-09-07,,,
Germany,2022-09-08,,,
Germany,2022-09-09,,,
Germany,2022-09-10,,,
Germany,2022-09-11,,,
Germany,2022-09-12,,,
Germany,2022-09-13,,,
Germany,2022-09-14,,,
Germany,2022-09-15,,,
Germany,2022-09-16,,,
Germany,2022-09-17,,,
Germany,2022-09-18,,,
Germany,2022-09-19,,,
Germany,2022-09-20,,,
Germany,2022-09-21,,,
Germany,2022-09-22,,,
Germany,2022-09-23,,,
Germany,2022-09-24,,,
Germany,2022-09-25,,,
Germany,2022-09-26,,,
Germany,2022-09-27,,,
Germany,2022-09-28,,,
Germany,2022-09-29,,,
Germany,2022-09-30,,,
Germany,2022-10-01,,,
Germany,2022-10-02,,,
Germany,2022-10-03,,,
Germany,2022-10-04,,,
Germany,2022-10-05,,,
Germany,2022-10-06,,,
Germany,2022-10-07,,,
Germany,2022-10-08,,,
Germany,2022-10-09,,,
Germany,2022-10-10,,,
Germany,2022-10-11,,,
Germany,2022-10-12,,,
Germany,2022-10-13,,,
Germany,2022-10-14,,,
Germany,2022-10-15,,,
Germany,2022-10-16,,,
Germany,2022-10-17,,,
Germany,2022-10-18,,,
Germany,2022-10-19,,,
Germany,2022-10-20,,,
Germany,2022-10-21,,,
Germany,2022-10-22,,,
Germany,2022-10-23,,,
Germany,2022-10-24,,,
Germany,2022-10-25,,,
Germany,2022-10-26,,,
Germany,2022-10-27,,,
Germany,2022-10-28,,,
Germany,2022-10-29,,,
Germany,2022-10-30,,,
Germany,2022-10-31,,,
Germany,2022-11-01,,,
Germany,2022-11-02,,,
Germany,2022-11-03,,,
Germany,2022-11-04,,,
Germany,2022-11-05,,,
Germany,2022-11-06,,,
Germany,2022-11-07,,,
Germany,2022-11-08,,,
Germany,2022-11-09,,,
Germany,2022-11-10,,,
Germany,2022-11-11,,,
Germany,2022-11-12,,,
Germany,2022-11-13,,,
Germany,2022-11-14,,,
Germany,2022-11-15,,,
Germany,2022-11-16,,,
Germany,2022-11-17,,,
Germany,2022-11-18,,,
Germany,2022-11-19,,,
Germany,2022-11-20,,,
Germany,2022-11-21,,,
Germany,2022-11-22,,,
Germany,2022-11-23,,,
Germany,2022-11-24,,,
Germany,2022-11-25,,,
Germany,2022-11-26,,,
Germany,2022-11-27,,,
Germany,2022-11-28,,,
Germany,2022-11-29,,,
Germany,2022-11-30,,,
Germany,2022-12-01,,,
Germany,2022-12-02,,,
Germany,2022-12-03,,,
Germany,2022-12-04,,,
Germany,2022-12-05,,,
Germany,2022-12-06,,,
Germany,2022-12-07,,,
Germany,2022-12-08,,,
Germany,2022-12-09,,,
Germany,2022-12-10,,,
Germany,2022-12-11,,,
Germany,2022-12-12,,,
Germany,2022-12-13,,,
Germany,2022-12-14,,,
Germany,2022-12-15,,,
Germany,2022-12-16,,,
Germany,2022-12-17,,,
Germany,2022-12-18,,,
Germany,2022-12-19,,,
Germany,2022-12-20,,,
Germany,2022-12-21,,,
Germany,2022-12-22,,,
Germany,2022-12-23,,,
Germany,2022-12-24,,,
Germany,2022-12-25,,,
Germany,2022-12-26,,,
Germany,2022-12-27,,,
Germany,2022-12-28,,,
Germany,2022-12-29,,,
Germany,2022-12-30,,,
Germany,2022-12-31,,,
Germany,2023-01-01,,,
Germany,2023-01-02,,,
Germany,2023-01-03,,,
Germany,2023-01-04,,,
Germany,2023-01-05,,,
Germany,2023-01-06,,,
Germany,2023-01-07,,,
Germany,2023-01-08,,,
Germany,2023-01-09,,,
Germany,2023-01-10,,,
Germany,2023-01-11,,,
Germany,2023-01-12,,,
Germany,2023-01-13,,,
Germany,2023-01-14,,,
Germany,2023-01-15,,,
Germany,2023-01-16,,,
Germany,2023-01-17,,,
Germany,2023-01-18,,,
Germany,2023-01-19,,,
Germany,2023-01-20,,,
Germany,2023-01-21,,,
Germany,2023-01-22,,,
Germany,2023-01-23,,,
Germany,2023-01-24,,,
Germany,2023-01-25,,,
Germany,2023-01-26,,,
Germany,2023-01-27,,,
Germany,2023-01-28,,,
Germany,2023-01-29,,,
Germany,2023-01-30,,,
Germany,2023-01-31,,,
Germany,2023-02-01,,,
Germany,2023-02-02,,,
Germany,2023-02-03,,,
Germany,2023-02-04,,,
Germany,2023-02-05,,,
Germany,2023-02-06,,,
Germany,2023-02-07,,,
Germany,2023-02-08,,,
Germany,2023-02-09,,,
Germany,2023-02-10,,,
Germany,2023-02-11,,,
Germany,2023-02-12,,,
Germany,2023-02-13,,,
Germany,2023-02-14,,,
Germany,2023-02-15,,,
Germany,2023-02-16,,,
Germany,2023-02-17,,,
Germany,2023-02-18,,,
Germany,2023-02-19,,,
